                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     167                                      797                  1.3300000000000001E+000                  2.0000000000000000E-002                  2.1596397980673008E+007                  1.1516669519298251E+006                  6.1610507372350830E+003                  2.2744507025812415E+000                  1.3236764869748963E+000                 -2.0863913346093672E+000                  7.3952621974912269E-001                  4.2397755681794871E-005                  2.4025209893657495E-001                  2.3711045718299213E-003                  2.2655083381533641E-003                  9.3804243955067021E-003                  2.0850244238750379E-003                  1.3300000000000001E+000                  0.0000000000000000E+000                  9.8409365351964806E-001                  6.6512306477482840E-005                  3.1921331191023139E-001                  4.4252101839269984E-003                  1.5294376004151642E-003                  1.2476086962637332E-002                  2.7730824837538001E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3216121343495344E+004                  1.3836485987414125E+007                  5.8475657374793930E+009                  2.0733718825797069E+000                  2.0733718825797065E+000                  2.0809735672842198E-045                  7.7665345441142633E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.8153048891488650E+014                               "r24.03.1"                               "gfortran"                                 "13.1.0"                   "x86_64-macos-23.10.1"                                 "CRMATH"                               "20240325"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31 
                                      10                  1.3299999999583552E+000                  1.2174529041707752E-001                  3.8269099188076421E+000                 -6.9314879106616845E+000                  4.7163967552414965E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002                  2.0817505468900315E+004                  9.2080420473093796E+010                  9.9991581192806378E-001                  6.7128959985708489E+003                  1.1708791953148449E-007                  1.9856470958738896E+001                  5.2047126254210460E+004                  1.2381695227122317E+008                  1.9213612153678566E+008                  1.5506084562792970E+000                  8.3022041227925243E+005                  1.9199803374617182E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8256402987003415E-005                  1.2498430573189619E+002                  4.1671959202316430E+001                  1.2727500002756423E-005                 -4.3812958307339759E+003                 -3.0355520671446466E+003                 -3.0157844273856586E-008                  0.0000000000000000E+000 
                                      11                  1.3299999999521206E+000                  1.2174060372588352E-001                  3.8354953013400519E+000                 -6.9172458620393229E+000                  4.7393584907306305E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0817954778091753E+004                  9.2079426792111862E+010                  9.9990502138952431E-001                  6.8469207532343489E+003                  1.2099129857891046E-007                  1.9859935261881319E+001                  5.4872972995196549E+004                  1.2891625661302958E+008                  1.9771831526643273E+008                  1.5323211667229584E+000                  8.3363718182976393E+005                  1.9840088430516931E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6155231406996910E-005                 -1.1568661481125936E+002                 -3.8573194777156893E+001                  1.2773535662131418E-005                 -4.3131229359050367E+003                 -2.7843608621365447E+003                 -2.6883044060950563E-008                  0.0000000000000000E+000 
                                      12                  1.3299999999438081E+000                  1.2173455618061503E-001                  3.8439071979251880E+000                 -6.9070615655504941E+000                  4.7581187116979802E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0818534565558770E+004                  9.2078144596164307E+010                  9.9989109782145880E-001                  6.9808321845339487E+003                  1.2386209872736057E-007                  1.9871580407442192E+001                  5.7295262262232187E+004                  1.3495876400512856E+008                  2.0434759664344627E+008                  1.5125196303351709E+000                  8.3645127706534276E+005                  2.0311002678409416E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1092646195553764E-004                 -4.9061583904086734E+002                 -1.6359205377961973E+002                  1.2832514906293371E-005                 -4.2278970096064195E+003                 -2.4633192392269143E+003                 -2.3543344209668651E-008                  0.0000000000000000E+000 
                                      13                  1.3299999999396517E+000                  1.2173160239930655E-001                  3.8499066188552229E+000                 -6.9011292575417338E+000                  4.7701902443540760E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0818817754984120E+004                  9.2077518344188156E+010                  9.9988429725245631E-001                  7.0779357963883403E+003                  1.2556561915320216E-007                  1.9883257181618948E+001                  5.8910165706969550E+004                  1.3997478063773665E+008                  2.0986142565844786E+008                  1.4974304627697856E+000                  8.3817187302513130E+005                  2.0590443808868126E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6104201494443005E-004                 -7.1225701957455317E+002                 -2.3750143568202327E+002                  1.2860222632571565E-005                 -4.1443515210991436E+003                 -2.1479525624380135E+003                 -2.0478079932256302E-008                  0.0000000000000000E+000 
                                      14                  1.3299999999354957E+000                  1.2172868863223239E-001                  3.8564127644698565E+000                 -6.8960674258849570E+000                  4.7819356052879938E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0819097111877134E+004                  9.2076900580084793E+010                  9.9987758885460343E-001                  7.1847682543439287E+003                  1.2703768590147858E-007                  1.9899471207013711E+001                  6.0525112491102904E+004                  1.4618621863680586E+008                  2.1670150518681103E+008                  1.4802456549450773E+000                  8.3978557997133466E+005                  2.0831919445445021E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2072560508323480E-004                 -9.7620609988574097E+002                 -3.2552156104815737E+002                  1.2885914774296110E-005                 -4.0861917606021320E+003                 -1.8856398684810724E+003                 -1.7199180163810602E-008                  0.0000000000000000E+000 
                                      15                  1.3299999999313394E+000                  1.2172580857120825E-001                  3.8635529910922282E+000                 -6.8920018010240316E+000                  4.7933719625928708E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0819373240891680E+004                  9.2076289966263229E+010                  9.9987095810278859E-001                  7.3038692669230513E+003                  1.2823252648279058E-007                  1.9921422115998748E+001                  6.2140102114430199E+004                  1.5404625084334099E+008                  2.2537414208134431E+008                  1.4605596621402408E+000                  8.4129156163136614E+005                  2.1027920381932247E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.9288186833362000E-004                 -1.2953068049896935E+003                 -4.3193612696954102E+002                  1.2909958111480249E-005                 -4.0238027596768384E+003                 -1.5836855944762858E+003                 -1.3231362493807709E-008                  0.0000000000000000E+000 
                                      16                  1.3299999999271832E+000                  1.2172295528941127E-001                  3.8714961768897740E+000                 -6.8891103585587539E+000                  4.8045151641044352E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0819646806029250E+004                  9.2075685034010986E+010                  9.9986438904803132E-001                  7.4386851457697267E+003                  1.2908912036044191E-007                  1.9950878065737122E+001                  6.3755134179747525E+004                  1.6425393879371047E+008                  2.3666333984727567E+008                  1.4379027498497039E+000                  8.4270877941002639E+005                  2.1168436116741407E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.8157773527398723E-004                 -1.6875421421128174E+003                 -5.6274295861945450E+002                  1.2932492006233575E-005                 -3.9561021738486693E+003                 -1.2183102598135629E+003                 -8.5158678647419848E-009                  0.0000000000000000E+000 
                                      17                  1.3299999999230272E+000                  1.2172012088539683E-001                  3.8803807931267169E+000                 -6.8875534320971576E+000                  4.8153798695463115E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0819918564773398E+004                  9.2075084108025192E+010                  9.9985786349795336E-001                  7.5924299403327295E+003                  1.2955272964614266E-007                  1.9989911300613471E+001                  6.5370208407355822E+004                  1.7777019957867721E+008                  2.5165362999535757E+008                  1.4120505881224876E+000                  8.4409587676545884E+005                  2.1244486828026850E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8505822250968539E-004                 -2.1451465574142403E+003                 -7.1535384275446847E+002                  1.2954112640498466E-005                 -3.8816588649983141E+003                 -7.8410692944897903E+002                 -3.6532549258957095E-009                  0.0000000000000000E+000 
                                      18                  1.3299999999188710E+000                  1.2171729656920265E-001                  3.8900625305623211E+000                 -6.8872089837214281E+000                  4.8259796665460337E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0820189359839373E+004                  9.2074485324673386E+010                  9.9985136121507601E-001                  7.7635889024147064E+003                  1.2965552148453560E-007                  2.0039194486164760E+001                  6.6985324648290669E+004                  1.9538853953734463E+008                  2.7125835458362466E+008                  1.3839119596924345E+000                  8.4556803383341501E+005                  2.1261348874622584E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.7990948023783819E-004                 -2.5645716282865615E+003                 -8.5523851753611029E+002                  1.2976155173690431E-005                 -3.7993673396992917E+003                 -3.3637305931136291E+002                 -1.2283082005011839E-010                  0.0000000000000000E+000 
                                      19                  1.3299999999147147E+000                  1.2171447443711159E-001                  3.8999579410041205E+000                 -6.8874895750457004E+000                  4.8363271726679828E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0820459949011805E+004                  9.2073887008262817E+010                  9.9984486400278705E-001                  7.9425131219435025E+003                  1.2957177999999935E-007                  2.0096166408739442E+001                  6.8600482871155895E+004                  2.1694464897272611E+008                  2.9533972229565382E+008                  1.3559218961850621E+000                  8.4727757272425259E+005                  2.1247611861152600E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2771049313104638E-004                 -2.7759110586407596E+003                 -9.2573446353572592E+002                  1.3000674206263920E-005                 -3.7107159426686362E+003                 -1.1309547802159161E+001                  9.7146534832923053E-010                  0.0000000000000000E+000 
                                      20                  1.3299999999105587E+000                  1.2171165042602136E-001                  3.9094235827389974E+000                 -6.8877141621656399E+000                  4.8464341253100418E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0820730721865031E+004                  9.2073288297380051E+010                  9.9983836250686231E-001                  8.1175240265139300E+003                  1.2950479174408123E-007                  2.0156599531929466E+001                  7.0215683104994576E+004                  2.4134590774156097E+008                  3.2271674836854589E+008                  1.3305139672447652E+000                  8.4934446851996006E+005                  2.1236623062725482E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2054674533651042E-004                 -2.7441774329931600E+003                 -9.1516951632829500E+002                  1.3029761102911347E-005                 -3.6210244643237097E+003                  8.9446307810581075E+001                  9.4128164870884509E-011                  0.0000000000000000E+000 
                                      21                  1.3299999999064025E+000                  1.2170882489903623E-001                  3.9159631185196266E+000                 -6.8875324198848640E+000                  4.8538631077894783E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0821001643590160E+004                  9.2072689269012772E+010                  9.9983185756332327E-001                  8.2406812991214283E+003                  1.2955899787064504E-007                  2.0201647760719737E+001                  7.1427114806337311E+004                  2.6057149558173329E+008                  3.4437294305559760E+008                  1.3139877646010281E+000                  8.5112515143705742E+005                  2.1245515071851133E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.8200320278886761E-004                 -2.5736802177548702E+003                 -8.5832629628726966E+002                  1.3063953274434677E-005                 -3.5359151423789658E+003                 -3.1363682369654668E+000                 -1.3125235009305315E-009                  0.0000000000000000E+000 
                                      22                  1.3299999999043244E+000                  1.2170741270595715E-001                  3.9201013902056872E+000                 -6.8872874899828762E+000                  4.8587461526870319E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0821137051080659E+004                  9.2072389877220856E+010                  9.9982860642062477E-001                  8.3195797698889255E+003                  1.2963208611809021E-007                  2.0231754244456820E+001                  7.2234746445182158E+004                  2.7382137482445848E+008                  3.5934040890700895E+008                  1.3040139007379123E+000                  8.5242844187784812E+005                  2.1257504519754172E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5831435694298100E-004                 -2.4689015311887565E+003                 -8.2339047596740113E+002                  1.3083121873495564E-005                 -3.4773006001196654E+003                 -1.2962429182894292E+002                 -2.4747251371433719E-009                  0.0000000000000000E+000 
                                      23                  1.3299999999022460E+000                  1.2170600129533043E-001                  3.9259800931430813E+000                 -6.8867287542651914E+000                  4.8659693880124317E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0821272384425931E+004                  9.2072090652285355E+010                  9.9982535708984632E-001                  8.4329610251926988E+003                  1.2979896986091744E-007                  2.0276787076028324E+001                  7.3446209651848811E+004                  2.9417148833721942E+008                  3.8239403780894238E+008                  1.2905404065018837E+000                  8.5454487619084178E+005                  2.1284880260457821E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.3376548928743507E-004                 -2.3603218674327504E+003                 -7.8718631325513002E+002                  1.3104009603906758E-005                 -3.4403722101502071E+003                 -2.1876893904051434E+002                 -4.1086623414079406E-009                  0.0000000000000000E+000 
                                      24                  1.3299999998980900E+000                  1.2170318206220662E-001                  3.9330496275784745E+000                 -6.8854223824855874E+000                  4.8754174464784734E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0821542709701323E+004                  9.2071492966023956E+010                  9.9981886672044673E-001                  8.5713578601692698E+003                  1.3018999715642218E-007                  2.0334166158627294E+001                  7.5061535870571242E+004                  3.2108449946085197E+008                  4.1300622592683011E+008                  1.2754883543872773E+000                  8.5754745688241848E+005                  2.1349024758444721E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8673302214184493E-004                 -2.1523014240238927E+003                 -7.1782380264198525E+002                  1.3148826631716992E-005                 -3.3880981435147064E+003                 -3.6395985795713432E+002                 -5.9320030699432459E-009                  0.0000000000000000E+000 
                                      25                  1.3299999998939338E+000                  1.2170037124202691E-001                  3.9394337652385794E+000                 -6.8836591996603289E+000                  4.8846645684385273E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0821812231786080E+004                  9.2070897067195618E+010                  9.9981239576106462E-001                  8.6982876434251611E+003                  1.3071962711461056E-007                  2.0389400002904306E+001                  7.6676903908381515E+004                  3.4780715324445546E+008                  4.4353974943252891E+008                  1.2629853982967199E+000                  8.6071832400376583E+005                  2.1435905933308419E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4527575038453719E-004                 -1.9689418636475873E+003                 -6.5668347497520858E+002                  1.3196323966070239E-005                 -3.3251892461320622E+003                 -5.4616830366137526E+002                 -7.5763403084210498E-009                  0.0000000000000000E+000 
                                      26                  1.3299999998897776E+000                  1.2169757175605696E-001                  3.9452304640766700E+000                 -6.8815176046627924E+000                  4.8937191269883309E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0822080670531017E+004                  9.2070303575073135E+010                  9.9980595093648106E-001                  8.8151653725110118E+003                  1.3136582431226707E-007                  2.0442529236014732E+001                  7.8292313597726985E+004                  3.7413914541392934E+008                  4.7375850609229797E+008                  1.2525364713357547E+000                  8.6399962916579144E+005                  2.1541909197784034E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.0961886424960222E-004                 -1.8112374924621665E+003                 -6.0409743615844593E+002                  1.3245962193726888E-005                 -3.2683949962723145E+003                 -6.9756170366313040E+002                 -8.9508353964286500E-009                  0.0000000000000000E+000 
                                      27                  1.3299999998856216E+000                  1.2169478598720394E-001                  3.9505259833495998E+000                 -6.8790684568467961E+000                  4.9025889822923814E+000                  7.3999999807008632E-001                  2.4000000192991378E-001                  1.9999999999999907E-002                  2.0822347797396083E+004                  9.2069712994782425E+010                  9.9979953773193819E-001                  8.9233100514959769E+003                  1.3210873777889140E-007                  2.0493677424209455E+001                  7.9907764735585399E+004                  3.9995929133693981E+008                  5.0351849523918343E+008                  1.2437300840668910E+000                  8.6734482033010223E+005                  2.1663778299831626E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.7921162273850905E-004                 -1.6767516136766458E+003                 -5.5925346474821094E+002                  1.3296939471046406E-005                 -3.2167974222560815E+003                 -8.2410921481255298E+002                 -1.0090500496208286E-008                  0.0000000000000000E+000 
